audience_rating,writers_encoded,directors_encoded,tomatometer_rating,studio_name_encoded,tomatometer_status_encoded
49.0,68.42650572394776,57.0,56,57.0,2
47.0,47.0,50.333333333333336,38,63.419878296146045,2
33.0,33.0,50.5,25,61.39722212379044,2
50.0,50.0,50.0,27,60.81818181818182,2
53.0,53.0,53.0,48,57.45430436988641,2
44.0,68.42650572394776,60.0,83,60.0,1
65.0,65.0,65.0,93,69.22972972972973,1
63.0,63.0,71.66666666666667,51,67.33050847457628,2
32.0,32.0,32.0,27,57.45430436988641,2
27.0,27.0,27.0,67,46.81818181818182,1
61.0,61.0,61.0,50,61.0,2
24.0,24.0,33.0,0,40.5,2
53.0,53.0,53.0,50,71.75,2
39.0,39.0,55.25,51,71.98258011060099,2
39.0,39.0,55.0,11,56.98611111111112,2
46.0,44.0,55.5,81,46.0,1
87.0,87.0,87.0,73,68.6923076923077,1
43.0,43.0,43.0,80,43.0,1
57.0,57.0,57.2,71,69.5359477124183,1
58.0,71.5,71.5,30,57.45430436988641,2
33.0,33.0,33.0,42,57.45430436988641,2
84.0,68.42650572394776,87.0,83,67.77777777777777,0
66.0,66.0,54.0,20,60.57142857142857,2
62.0,62.0,62.0,68,63.78740157480315,1
44.0,44.0,44.0,35,63.3192419481648,2
52.0,52.0,55.5,53,62.6,2
61.0,61.0,61.0,29,63.3192419481648,2
32.0,32.0,32.0,13,33.833333333333336,2
46.0,42.0,42.0,63,37.91666666666666,1
79.0,79.0,79.0,86,66.40024482879933,1
70.0,70.0,70.0,84,55.660714285714285,0
41.0,41.0,41.0,22,56.765957446808514,2
68.0,68.0,68.0,86,64.61003069467613,1
51.0,51.0,65.66666666666667,80,55.552489304503226,1
76.0,78.5,76.0,94,60.81818181818182,0
74.0,74.0,67.66666666666667,93,63.78740157480315,0
48.0,48.0,57.0,26,46.82142857142857,2
39.0,39.0,39.0,0,55.552489304503226,2
35.0,28.5,25.666666666666668,0,35.0,2
72.0,72.0,72.0,50,49.23529411764706,2
52.0,52.0,57.4,65,60.56280193236715,1
76.0,76.0,76.0,84,66.40024482879933,1
79.0,68.42650572394776,79.33333333333333,91,74.61702127659575,1
74.0,74.0,74.0,82,67.0,1
76.0,68.42650572394776,76.0,62,58.24242424242424,1
80.0,79.5,60.05882352941177,98,80.0,0
47.0,56.5,63.75,64,47.0,1
21.0,21.0,51.5,75,52.49416575125107,1
21.0,21.0,61.0,0,63.3125,2
60.0,60.0,60.0,36,59.02105263157895,2
71.0,64.66666666666667,58.36363636363637,91,63.419878296146045,1
80.0,54.0,51.5,97,63.419878296146045,1
83.0,72.33333333333333,78.54545454545455,63,63.3125,1
62.0,59.5,43.333333333333336,92,63.419878296146045,1
83.0,83.0,80.16666666666667,100,62.20725127424905,1
90.0,90.0,90.0,95,90.0,0
46.0,54.5,46.0,82,65.29545454545455,1
43.0,48.25,53.4,31,44.5,2
52.0,39.375,52.0,42,66.59209356047646,2
43.0,39.0,58.25,67,64.0,1
91.0,91.0,79.27777777777777,97,63.3192419481648,0
60.47082875625534,60.47082875625534,46.23541437812767,90,52.49416575125107,1
83.0,83.0,70.41666666666667,95,62.14686825053996,0
75.0,75.0,52.142857142857146,71,63.3192419481648,1
45.0,45.0,51.0,40,59.95,2
67.0,67.0,67.0,100,69.5359477124183,1
64.0,64.0,64.25,69,46.82142857142857,1
40.0,40.0,54.57142857142857,48,60.11688311688312,2
65.0,65.0,70.41666666666667,86,64.0,1
43.0,43.0,61.7037037037037,21,56.98611111111112,2
67.0,67.0,75.6,100,60.56280193236715,1
45.0,68.42650572394776,47.5,38,45.0,2
87.0,87.0,79.0,95,87.0,0
38.0,38.0,42.71428571428572,100,38.0,1
53.0,53.0,64.7,80,62.14686825053996,1
86.0,86.0,75.41504604201418,95,63.18636363636364,1
49.0,58.333333333333336,60.6875,86,70.33333333333333,1
72.0,72.0,55.92307692307692,78,62.20725127424905,1
67.0,52.0,70.33333333333333,69,65.35714285714286,1
55.0,55.0,60.5,59,66.59209356047646,2
55.0,55.0,52.76470588235294,36,57.69426751592356,2
82.0,82.0,66.0,85,56.98611111111112,1
91.0,91.0,83.0,91,62.14686825053996,0
70.0,70.0,72.0,89,60.11688311688312,1
71.0,71.0,58.85714285714285,95,73.16666666666667,1
25.0,59.66666666666666,69.07692307692308,75,63.419878296146045,1
25.0,25.0,48.6,29,63.419878296146045,2
40.0,40.0,55.0,27,59.10020589754726,2
62.0,74.6,63.25,79,65.35714285714286,1
92.0,69.71428571428571,71.3,90,60.56280193236715,0
66.0,62.5,69.93385359453191,89,63.18636363636364,1
88.0,88.0,77.5,75,63.3125,1
70.0,73.0,70.0,44,59.10020589754726,2
84.0,84.0,75.41504604201418,92,66.59209356047646,1
86.0,53.66666666666666,56.0,100,89.33333333333333,1
89.0,78.8,76.94117647058823,100,60.11688311688312,1
89.0,89.0,82.0,94,66.59209356047646,1
73.0,73.0,73.0,86,73.0,1
77.0,60.0,54.76190476190476,92,69.5359477124183,0
95.0,95.0,76.94117647058823,98,63.3192419481648,0
35.0,35.0,35.0,26,63.18636363636364,2
74.0,74.0,74.0,94,62.14686825053996,1
92.0,92.0,65.07692307692308,97,66.59209356047646,1
73.0,74.33333333333333,69.42857142857143,93,67.13333333333334,0
45.0,45.0,49.875,61,62.14686825053996,1
78.0,74.66666666666667,85.0,100,62.20725127424905,1
82.0,82.0,69.0,38,66.59209356047646,2
74.0,80.75,62.54545454545455,93,69.5359477124183,1
92.0,92.0,73.22222222222223,95,80.14285714285714,1
67.0,67.0,67.0,76,63.419878296146045,1
74.0,74.0,63.0,83,63.18636363636364,1
18.0,39.375,18.0,20,18.0,2
40.0,40.0,50.0,36,55.25,2
79.0,79.0,61.66666666666666,75,72.16666666666667,1
74.0,68.33333333333333,74.0,100,62.20725127424905,1
75.0,75.0,75.0,88,63.3192419481648,1
88.0,88.0,52.142857142857146,89,62.20725127424905,0
25.0,25.0,25.0,55,66.59209356047646,2
69.0,69.0,79.0,61,60.56280193236715,1
73.0,73.0,73.0,89,69.5359477124183,1
72.0,78.5,49.75,81,57.57575757575758,1
66.0,52.25,43.8,80,63.3125,1
67.0,43.5,55.0,70,60.56280193236715,1
73.0,53.0,66.6,43,54.71236873036421,2
28.0,57.0,59.095238095238095,80,45.6,1
78.0,81.66666666666667,78.33333333333333,86,63.419878296146045,1
70.0,70.0,76.75,95,56.98611111111112,1
73.0,73.0,62.8,85,62.14686825053996,1
82.0,82.0,52.76470588235294,73,56.98611111111112,1
22.0,22.0,22.0,25,22.0,2
70.0,70.0,67.0,76,59.10020589754726,1
61.0,62.0,64.66666666666667,80,66.59209356047646,1
83.0,57.625,65.21052631578948,93,59.10020589754726,1
57.0,72.14285714285714,72.8,67,60.23333333333333,1
71.0,64.0,67.21428571428571,69,54.71236873036421,1
75.0,44.625,50.27272727272727,83,57.0,1
87.0,87.0,74.6,95,60.56280193236715,0
89.0,80.5,61.7037037037037,100,63.3125,1
49.0,49.0,49.0,11,52.391304347826086,2
67.0,67.0,69.5,67,56.98611111111112,1
81.0,81.0,87.5,67,63.3125,1
75.0,73.0,66.75,100,46.82142857142857,1
65.0,54.5,54.5,60,65.0,1
79.0,79.0,85.14285714285714,86,63.419878296146045,1
28.0,28.0,66.0,20,66.59209356047646,2
73.0,68.5,67.71428571428571,92,48.285714285714285,1
74.0,74.0,75.41504604201418,95,63.3125,1
45.0,45.0,44.6,43,58.148648648648646,2
88.0,82.66666666666667,83.0,83,62.20725127424905,0
74.0,63.5,76.94117647058823,100,63.3125,1
51.0,51.0,55.0,62,63.8,1
79.0,79.0,75.6,93,63.419878296146045,1
96.0,96.0,96.0,100,59.10020589754726,1
82.0,61.5,66.0,91,62.14686825053996,0
40.0,40.0,50.66666666666666,60,33.5,1
58.0,59.66666666666666,54.41176470588236,63,56.765957446808514,1
61.0,61.0,54.66666666666666,54,57.69426751592356,2
74.0,58.6,54.76190476190476,83,62.20725127424905,0
84.0,70.71428571428571,76.78125,88,62.14686825053996,1
66.0,68.42650572394776,84.25,53,57.69426751592356,2
90.0,79.75,76.0,86,63.3192419481648,1
58.0,58.0,61.5,60,54.65217391304348,1
29.0,29.0,42.25,29,29.0,2
78.0,75.4,76.2,86,78.0,1
93.0,93.0,84.25,91,54.2,0
59.0,59.0,59.0,79,63.3192419481648,1
70.0,70.0,70.0,88,68.0,1
76.0,76.0,60.05882352941177,85,66.59209356047646,0
70.0,77.16666666666667,68.5625,67,69.5359477124183,1
38.0,67.5,58.84615384615385,75,60.11688311688312,1
72.0,72.0,85.85714285714286,81,62.14686825053996,1
33.0,33.0,33.0,43,58.148648648648646,2
78.0,78.0,69.71428571428571,50,59.10020589754726,2
77.0,64.0,67.21428571428571,72,66.59209356047646,1
74.0,74.0,74.0,80,56.38461538461539,1
71.0,71.0,67.66666666666667,75,63.419878296146045,0
74.0,79.5,75.38888888888889,93,62.20725127424905,1
69.0,69.0,61.0,80,57.69426751592356,1
61.0,54.25,51.0,38,54.2,2
63.0,75.0,61.1,81,62.20725127424905,1
81.0,86.5,69.41666666666667,90,65.35714285714286,1
49.0,49.0,53.5,40,66.59209356047646,2
71.0,71.0,71.0,95,64.96666666666667,1
83.0,83.0,63.266666666666666,92,64.96666666666667,0
69.0,69.0,69.2,67,65.33333333333333,1
71.0,71.0,63.94117647058823,51,58.148648648648646,2
86.0,86.0,71.0,100,84.04545454545455,1
64.0,79.0,77.52941176470588,78,59.10020589754726,0
57.0,57.0,51.0,70,57.61538461538461,1
76.0,54.0,45.5,91,56.98611111111112,1
84.0,71.0,79.875,92,66.0,0
72.0,74.5,79.66666666666667,73,58.93478260869565,1
61.0,73.83333333333333,75.77777777777777,86,67.13333333333334,1
50.0,63.0,71.3,65,59.10020589754726,1
49.0,49.0,54.76190476190476,78,64.96666666666667,1
29.0,29.0,29.0,33,55.25,2
83.0,68.42650572394776,77.25,91,58.148648648648646,0
77.0,50.0,73.5,78,63.419878296146045,1
63.0,63.0,58.25,67,60.11688311688312,1
92.0,92.0,92.0,92,75.0,0
82.0,50.5,66.6,85,63.3192419481648,1
51.0,51.0,61.71428571428572,33,63.419878296146045,2
80.0,82.375,84.22222222222223,92,67.77777777777777,1
93.0,93.0,68.18181818181819,93,69.0,0
59.0,62.5,64.5,89,66.59209356047646,1
66.0,66.0,66.0,43,66.0,2
84.0,65.94736842105263,63.94117647058823,83,66.59209356047646,1
87.0,87.0,79.1,82,66.59209356047646,1
47.0,62.2,60.5,39,63.419878296146045,2
83.0,83.0,61.7037037037037,74,59.10020589754726,1
61.0,63.5,61.0,25,59.10020589754726,2
29.0,29.0,32.0,44,29.0,2
53.0,53.0,59.0,67,59.5,1
89.0,68.42650572394776,63.63636363636363,100,69.57692307692308,1
45.0,45.0,63.06128453151064,33,58.148648648648646,2
74.0,74.0,78.54545454545455,64,59.10020589754726,1
80.0,71.86098443238684,73.0,98,55.125,0
89.0,76.0,60.05882352941177,96,89.0,0
80.0,80.0,71.66666666666667,91,60.23333333333333,1
28.0,70.5,67.6842105263158,11,59.10020589754726,2
67.0,60.0,49.875,78,59.12396694214876,1
80.0,80.0,62.54545454545455,100,59.12396694214876,1
82.0,58.66666666666666,74.6,87,63.419878296146045,1
51.0,51.0,71.3,67,69.5359477124183,1
29.0,69.71428571428571,29.0,20,63.419878296146045,2
67.0,67.0,54.0,60,67.0,1
68.0,68.0,68.0,89,58.148648648648646,1
74.0,74.0,78.0,100,60.11688311688312,1
93.0,93.0,94.0,97,56.33704942584474,1
54.0,46.285714285714285,49.78947368421053,67,54.0,1
37.0,37.0,37.0,33,62.14686825053996,2
75.0,68.0,65.21052631578948,85,75.0,1
49.0,66.8,81.0,75,62.20725127424905,1
46.0,46.0,46.0,79,46.0,1
50.0,57.5,57.5,60,50.0,1
36.0,36.0,36.0,41,36.0,2
83.0,83.0,83.0,91,60.56280193236715,1
72.0,72.0,67.125,94,69.5359477124183,1
72.0,72.0,72.0,95,63.3192419481648,0
73.0,69.0,62.2,92,65.0,1
89.0,82.0,69.07692307692308,82,63.419878296146045,1
22.0,22.0,68.0,43,55.02173913043478,2
76.0,76.0,76.0,91,63.42857142857143,1
50.0,50.0,66.0,50,58.148648648648646,2
46.0,47.333333333333336,69.41666666666667,71,63.419878296146045,1
38.0,45.61538461538461,34.0,40,64.96666666666667,2
91.0,91.0,70.5,84,56.765957446808514,1
17.0,17.0,17.0,25,59.10020589754726,2
88.0,65.44444444444444,65.07692307692308,84,63.18636363636364,1
22.0,22.0,49.2,29,27.5,2
69.0,69.75,73.22222222222223,100,63.02608695652174,1
78.0,73.83333333333333,75.77777777777777,93,56.33704942584474,1
91.0,91.0,82.14285714285714,92,66.59209356047646,1
77.0,77.0,58.85714285714285,97,59.140959033136895,1
55.0,55.0,54.5,82,65.35714285714286,1
33.0,33.0,42.25,36,56.33704942584474,2
85.0,88.5,76.36363636363636,98,68.0,0
81.0,59.66666666666666,67.5,93,66.59209356047646,0
85.0,85.0,81.66666666666667,100,66.5,1
51.0,51.0,51.5,40,62.14686825053996,2
40.0,40.0,50.75,56,62.20725127424905,2
60.0,56.5,70.33333333333333,88,63.419878296146045,1
82.0,82.0,82.0,100,82.0,1
39.0,45.61538461538461,49.0,75,59.10020589754726,1
65.0,65.0,54.875,80,66.59209356047646,1
37.0,37.0,29.0,43,65.11111111111111,2
61.0,74.5,63.0,57,63.3125,2
35.0,35.0,70.41666666666667,55,63.419878296146045,2
79.0,79.0,69.5,93,63.18636363636364,0
57.0,57.0,57.0,74,63.02608695652174,1
71.0,71.0,60.6875,19,52.391304347826086,2
76.0,76.0,65.7,55,56.765957446808514,2
88.0,88.0,68.14285714285714,89,63.3192419481648,1
82.0,82.0,84.5,90,82.0,1
81.0,82.33333333333333,79.0,95,66.59209356047646,1
35.0,35.0,35.0,40,65.11111111111111,2
56.0,56.0,71.0,57,63.42857142857143,2
19.0,19.0,19.0,20,56.33704942584474,2
65.0,65.0,65.0,40,55.27142857142857,2
56.0,56.0,66.0,40,66.59209356047646,2
33.0,33.0,66.6,46,66.59209356047646,2
83.0,79.9,73.4,96,60.56280193236715,1
86.0,86.0,86.0,98,67.13333333333334,0
31.0,50.25,38.0,53,63.419878296146045,2
90.0,90.0,80.5,88,64.96666666666667,0
77.0,73.8,78.71428571428571,85,66.59209356047646,1
60.0,65.0,60.0,92,66.59209356047646,1
88.0,88.0,70.41666666666667,98,88.0,0
87.0,86.0,89.5,100,52.391304347826086,1
91.0,91.0,68.5625,100,60.56280193236715,0
73.0,73.0,67.70833333333333,36,62.14686825053996,2
85.0,85.0,85.0,91,65.35714285714286,1
83.0,84.5,85.14285714285714,100,66.59209356047646,1
86.0,80.0,87.0,91,60.11688311688312,1
90.0,72.66666666666667,82.5,92,64.42857142857143,1
72.0,72.0,69.5,88,69.5359477124183,1
81.0,81.0,81.0,88,81.0,1
85.0,85.0,71.3,69,63.3125,1
55.0,56.333333333333336,57.16666666666666,92,55.0,1
79.0,79.0,63.09090909090909,90,63.3192419481648,0
78.0,78.0,75.41504604201418,93,63.3125,1
83.0,83.0,78.54545454545455,83,58.25,1
50.0,50.0,50.0,17,55.02173913043478,2
84.0,84.0,83.23076923076923,93,62.20725127424905,1
86.0,68.42650572394776,65.79310344827586,94,68.0,1
82.0,82.0,69.07692307692308,89,60.56280193236715,1
75.0,75.0,69.41666666666667,81,58.148648648648646,1
76.0,74.5,64.7,92,66.59209356047646,1
66.0,66.0,75.77777777777777,100,56.33704942584474,1
66.0,64.5,65.9090909090909,75,57.61538461538461,1
29.0,29.0,48.0,40,59.10020589754726,2
81.0,81.0,75.38888888888889,100,62.20725127424905,1
95.0,93.5,74.53846153846153,100,95.0,0
85.0,85.75,84.65,91,85.0,1
85.0,80.625,83.2,90,74.28571428571429,0
87.0,87.0,66.8,88,66.59209356047646,0
42.0,42.0,54.66666666666666,40,63.3125,2
91.0,92.0,78.05263157894737,100,63.02608695652174,0
87.0,87.0,79.875,82,56.98611111111112,1
90.0,74.6,64.25,96,90.0,0
46.0,46.0,48.0,47,55.27142857142857,2
77.0,77.0,68.0,94,46.82142857142857,1
55.0,55.0,38.333333333333336,19,77.625,2
70.0,70.0,70.0,88,69.5359477124183,1
87.0,84.0,77.75,100,66.59209356047646,1
51.0,51.0,51.0,47,62.20725127424905,2
66.0,59.66666666666666,54.142857142857146,40,69.5359477124183,2
74.0,80.75,79.875,77,63.18636363636364,1
12.0,12.0,65.33333333333333,5,48.285714285714285,2
92.0,93.5,74.53846153846153,98,63.419878296146045,0
62.0,62.0,62.0,91,63.02608695652174,1
